               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 173,            0.018862,            0.018563,                   0,             0.87738,             0.51536,             0.67611,             0.41407,            0.047408,            0.088073,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.018723,            0.018548,                   0,             0.87772,             0.51725,              0.6757,             0.41302,            0.047568,            0.088009,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.018853,            0.018398,                   0,             0.87596,             0.51788,             0.67532,             0.41082,            0.047718,            0.087906,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.018773,            0.018308,                   0,             0.87422,             0.51788,             0.67565,             0.41032,            0.047813,            0.087616,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.018706,             0.01838,                   0,             0.87687,             0.51757,             0.67503,              0.4108,            0.047707,            0.087734,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.018844,            0.018388,                   0,             0.88103,             0.51856,              0.6763,             0.41309,            0.047699,            0.087755,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.018586,            0.018247,                   0,             0.87893,             0.51721,             0.67556,             0.41374,            0.047624,            0.088196,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.018787,            0.018291,                   0,             0.87741,             0.51804,             0.67798,             0.41569,            0.047574,            0.088073,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.018694,            0.018052,                   0,             0.87444,             0.51412,             0.67714,             0.41712,            0.047532,            0.088505,                   0,             0.00406,             0.00406,             0.00406
                 182,             0.01856,            0.018293,                   0,             0.87855,             0.51631,             0.67718,             0.41737,            0.047409,            0.088423,                   0,            0.004027,            0.004027,            0.004027
                 183,             0.01859,            0.018228,                   0,             0.87577,             0.51307,             0.67583,             0.41664,            0.047412,            0.088757,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.018596,            0.018124,                   0,             0.87353,              0.5115,             0.67375,             0.41597,            0.047422,            0.088903,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.018389,            0.017959,                   0,             0.87679,             0.50974,             0.67568,             0.41728,            0.047454,            0.088998,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.018587,            0.018177,                   0,             0.87843,             0.50889,             0.67605,             0.41746,            0.047442,            0.089149,                   0,            0.003895,            0.003895,            0.003895
                 187,             0.01836,            0.018051,                   0,             0.87702,              0.5099,             0.67585,             0.41696,             0.04738,            0.089061,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.018246,            0.018017,                   0,             0.87625,             0.51183,             0.67669,             0.41713,            0.047365,             0.08869,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.018312,            0.018068,                   0,             0.87702,             0.50954,             0.67544,             0.41841,            0.047367,            0.088973,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.018475,            0.018101,                   0,             0.87651,             0.50915,             0.67491,             0.41754,            0.047416,            0.089089,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.018475,             0.01772,                   0,             0.87376,             0.50938,             0.67407,             0.41788,             0.04733,            0.089196,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.018189,            0.017816,                   0,             0.87463,             0.51069,             0.67481,             0.41942,            0.047333,            0.089322,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.018558,            0.018188,                   0,             0.87546,             0.51183,             0.67449,             0.41919,            0.047328,            0.089359,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.018097,            0.017716,                   0,             0.87595,             0.51399,             0.67608,             0.41987,            0.047364,            0.089123,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.018132,            0.017676,                   0,             0.87575,             0.51529,             0.67698,             0.41937,            0.047346,            0.089049,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.018092,            0.017717,                   0,             0.87611,             0.51487,             0.67702,             0.41963,            0.047308,            0.088999,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.018126,            0.017727,                   0,              0.8781,             0.51556,             0.67719,             0.42029,            0.047305,            0.088933,                   0,            0.003532,            0.003532,            0.003532
                 198,             0.01814,            0.017759,                   0,              0.8774,             0.51477,             0.67792,             0.41984,             0.04725,            0.088911,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.017872,            0.017492,                   0,             0.87771,             0.51438,             0.67672,             0.41958,            0.047236,              0.0891,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.018231,            0.017689,                   0,             0.87591,             0.51394,             0.67744,             0.41971,            0.047169,             0.08913,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.017739,            0.017528,                   0,             0.87633,             0.51222,             0.67664,             0.41984,            0.047208,            0.089203,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.017888,            0.017627,                   0,             0.87541,             0.51159,             0.67634,             0.41938,            0.047216,            0.089154,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.017826,            0.017629,                   0,             0.87737,             0.51137,             0.67773,             0.41979,            0.047213,            0.089158,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.017868,            0.017556,                   0,             0.87653,             0.51224,             0.67891,             0.42037,            0.047189,            0.088957,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.017871,            0.017414,                   0,             0.87615,             0.51216,               0.679,             0.41993,            0.047185,            0.088829,                   0,            0.003268,            0.003268,            0.003268
                 206,             0.01783,            0.017308,                   0,             0.87615,             0.51139,             0.67887,             0.41965,            0.047139,            0.088913,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.017921,            0.017291,                   0,             0.87362,             0.51386,             0.67844,             0.41942,            0.047151,            0.088773,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.017771,            0.017237,                   0,             0.87404,             0.51523,             0.67909,             0.41955,            0.047133,            0.088714,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.017584,            0.017464,                   0,             0.87472,             0.51464,             0.67993,             0.42004,            0.047129,            0.088725,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.017863,              0.0173,                   0,             0.87702,             0.51569,             0.68072,             0.42071,            0.047124,            0.088627,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.017714,            0.017268,                   0,             0.87751,             0.51505,              0.6804,             0.42066,            0.047151,            0.088648,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.017638,            0.017426,                   0,              0.8786,             0.51558,             0.68079,             0.42075,            0.047152,            0.088663,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.017597,            0.017176,                   0,             0.87745,             0.51572,             0.68193,             0.42098,            0.047148,            0.088461,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.017481,            0.017419,                   0,             0.87802,             0.51564,             0.68205,               0.421,            0.047115,            0.088564,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.017268,            0.017115,                   0,             0.87622,             0.51449,             0.68176,              0.4207,            0.047134,            0.088567,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.017492,            0.017099,                   0,             0.87657,             0.51432,             0.68227,             0.42093,            0.047168,            0.088607,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.017455,            0.017249,                   0,             0.87756,             0.51477,             0.68275,             0.42121,             0.04716,            0.088721,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.017418,            0.017225,                   0,               0.878,             0.51552,             0.68269,             0.42128,            0.047166,            0.088821,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.017354,            0.017067,                   0,             0.87669,             0.51556,             0.68324,             0.42143,            0.047168,             0.08881,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.017386,            0.017212,                   0,             0.87788,             0.51497,             0.68326,             0.42128,            0.047176,            0.088897,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.017373,            0.017134,                   0,             0.87745,             0.51476,             0.68313,             0.42136,            0.047171,            0.088889,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.017329,            0.017265,                   0,             0.87868,             0.51506,             0.68212,             0.42132,             0.04719,            0.088938,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.017169,            0.016997,                   0,             0.88006,             0.51601,             0.68312,             0.42143,            0.047173,            0.088883,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.017176,              0.0171,                   0,             0.88188,             0.51627,             0.68254,              0.4208,            0.047188,            0.088912,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.017302,             0.01681,                   0,             0.88026,             0.51765,              0.6821,             0.42102,            0.047208,            0.088763,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.017219,            0.017047,                   0,             0.88118,             0.51686,             0.68162,             0.42113,            0.047214,            0.088741,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.017211,            0.016895,                   0,             0.88139,             0.51675,             0.68179,             0.42159,            0.047232,            0.088763,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.017171,            0.016653,                   0,             0.88093,             0.51699,             0.68128,             0.42141,            0.047241,            0.088851,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.017096,            0.016972,                   0,             0.88037,             0.51756,             0.68144,             0.42169,            0.047273,            0.088836,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.017061,            0.016835,                   0,             0.87879,              0.5165,             0.68089,              0.4216,            0.047282,            0.088841,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.016997,            0.016997,                   0,             0.87917,             0.51549,             0.68138,             0.42156,            0.047287,            0.088889,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.017074,            0.016759,                   0,             0.87985,             0.51621,             0.68168,             0.42178,            0.047276,            0.088921,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.016924,            0.016803,                   0,             0.88088,             0.51619,             0.68185,               0.422,            0.047253,            0.088964,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.016956,             0.01663,                   0,             0.88022,             0.51608,             0.68193,             0.42176,            0.047231,            0.089086,                   0,            0.002311,            0.002311,            0.002311
                 235,             0.01699,            0.016783,                   0,             0.88071,             0.51535,             0.68158,             0.42199,            0.047241,            0.089067,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.016845,            0.016859,                   0,             0.87898,             0.51529,             0.68145,             0.42154,            0.047209,            0.089099,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.016766,            0.016515,                   0,             0.88001,             0.51579,             0.68217,             0.42182,            0.047185,            0.089125,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.016842,              0.0164,                   0,             0.87877,             0.51549,             0.68211,             0.42171,             0.04718,            0.089183,                   0,            0.002179,            0.002179,            0.002179
                 239,             0.01666,            0.016728,                   0,             0.87973,             0.51539,             0.68226,             0.42226,            0.047158,            0.089281,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.016798,            0.016488,                   0,             0.87994,             0.51448,             0.68243,             0.42247,            0.047172,            0.089256,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.016708,            0.016551,                   0,             0.87913,             0.51412,             0.68225,              0.4225,            0.047162,            0.089215,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.016627,            0.016619,                   0,             0.87881,             0.51373,             0.68158,             0.42212,            0.047173,            0.089228,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.016658,            0.016627,                   0,             0.87878,             0.51458,             0.68103,             0.42193,              0.0472,            0.089202,                   0,            0.002014,            0.002014,            0.002014
                 244,             0.01663,             0.01656,                   0,             0.87828,             0.51359,             0.68051,             0.42193,            0.047185,            0.089297,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.016692,            0.016629,                   0,             0.87807,              0.5132,             0.68022,             0.42192,            0.047173,            0.089354,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.016625,            0.016643,                   0,             0.87826,             0.51301,             0.68007,             0.42192,            0.047197,            0.089376,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.016479,            0.016235,                   0,             0.87954,             0.51399,             0.67971,             0.42166,            0.047219,            0.089347,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.016559,            0.016189,                   0,             0.88004,             0.51401,             0.67982,             0.42158,            0.047207,            0.089332,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.016482,            0.016385,                   0,             0.87921,             0.51333,             0.67977,              0.4216,            0.047205,            0.089296,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.016559,            0.016372,                   0,              0.8788,             0.51279,             0.67935,             0.42152,            0.047193,            0.089368,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.016622,            0.016169,                   0,             0.87756,              0.5132,              0.6794,             0.42138,            0.047189,            0.089355,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.016311,            0.016191,                   0,             0.87831,             0.51325,             0.67949,             0.42133,             0.04721,            0.089376,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.016444,            0.016196,                   0,             0.87782,             0.51294,             0.67906,             0.42119,            0.047202,            0.089377,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.016342,            0.016265,                   0,             0.87726,             0.51268,             0.67942,             0.42142,            0.047201,            0.089431,                   0,            0.001651,            0.001651,            0.001651
                 255,              0.0164,            0.015977,                   0,             0.87701,             0.51173,             0.67883,             0.42105,            0.047198,            0.089474,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.016302,            0.016178,                   0,             0.87626,             0.51283,             0.67871,             0.42065,            0.047221,             0.08944,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.016202,            0.016122,                   0,              0.8759,             0.51242,             0.67881,             0.42062,            0.047238,            0.089458,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.016282,            0.015859,                   0,             0.87542,             0.51256,              0.6789,              0.4208,             0.04727,            0.089409,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.016361,            0.016151,                   0,              0.8741,             0.51275,             0.67897,             0.42081,            0.047284,            0.089403,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.016124,            0.016136,                   0,             0.87465,             0.51294,             0.67822,             0.42069,            0.047328,            0.089376,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.016137,            0.015924,                   0,             0.87459,             0.51333,             0.67851,             0.42055,            0.047321,            0.089384,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.016189,            0.016165,                   0,             0.87466,             0.51356,             0.67847,             0.42074,            0.047356,            0.089359,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.016201,             0.01594,                   0,             0.87533,             0.51386,             0.67853,             0.42061,            0.047379,            0.089357,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.015961,            0.015899,                   0,             0.87585,             0.51412,             0.67764,              0.4202,             0.04741,            0.089345,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.016023,            0.015852,                   0,              0.8756,             0.51412,             0.67789,             0.42064,            0.047441,            0.089308,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.016181,            0.015789,                   0,             0.87544,             0.51425,             0.67703,             0.42051,            0.047468,            0.089297,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.015997,            0.015991,                   0,             0.87591,             0.51412,             0.67694,             0.42065,            0.047505,            0.089315,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.015891,            0.015789,                   0,             0.87532,             0.51438,             0.67696,             0.42049,            0.047527,            0.089292,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.015851,            0.015923,                   0,             0.87457,             0.51451,              0.6767,             0.42053,            0.047566,            0.089288,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.015992,            0.015612,                   0,             0.87541,             0.51436,             0.67674,             0.42026,            0.047605,            0.089279,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.015854,            0.015542,                   0,              0.8746,             0.51419,             0.67594,              0.4197,            0.047642,            0.089249,                   0,             0.00109,             0.00109,             0.00109
                 272,             0.01599,            0.015754,                   0,             0.87364,             0.51337,             0.67546,             0.41975,            0.047671,            0.089254,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.015835,            0.015578,                   0,             0.87254,             0.51364,             0.67501,              0.4195,            0.047716,            0.089224,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.015953,             0.01578,                   0,               0.872,             0.51359,             0.67527,             0.41954,             0.04774,             0.08924,                   0,            0.000991,            0.000991,            0.000991
                 275,             0.01591,             0.01569,                   0,             0.87254,              0.5132,             0.67467,             0.41917,            0.047786,            0.089231,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.015977,            0.015857,                   0,             0.87099,             0.51275,             0.67432,             0.41897,              0.0478,            0.089233,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.015936,            0.015723,                   0,             0.87214,             0.51356,             0.67413,             0.41916,            0.047827,            0.089206,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.015751,            0.015519,                   0,             0.87202,              0.5139,             0.67438,              0.4192,            0.047853,            0.089191,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.015645,             0.01532,                   0,             0.87197,             0.51346,             0.67425,             0.41902,            0.047884,            0.089232,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.015917,            0.015512,                   0,             0.87158,             0.51366,             0.67416,             0.41894,              0.0479,            0.089258,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.015542,            0.015563,                   0,              0.8722,             0.51298,              0.6743,             0.41915,            0.047934,            0.089301,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.015776,            0.015489,                   0,             0.87212,             0.51307,             0.67319,             0.41864,            0.047961,             0.08931,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.015587,             0.01568,                   0,             0.87303,             0.51324,             0.67324,             0.41809,            0.047984,            0.089343,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.015678,             0.01558,                   0,             0.87243,             0.51315,             0.67283,             0.41756,            0.048013,            0.089346,                   0,            0.000661,            0.000661,            0.000661
                 285,             0.01562,            0.015364,                   0,             0.87262,             0.51311,             0.67258,              0.4172,            0.048038,            0.089354,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.015826,            0.015595,                   0,             0.87268,             0.51294,             0.67207,             0.41713,            0.048068,            0.089405,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.015556,            0.015454,                   0,             0.87215,             0.51274,             0.67206,             0.41709,            0.048103,            0.089421,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.015632,            0.015351,                   0,             0.87161,             0.51291,             0.67131,             0.41663,            0.048137,            0.089447,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.015445,            0.015205,                   0,             0.87146,             0.51314,             0.67105,             0.41621,            0.048161,            0.089465,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.015365,            0.015151,                   0,             0.87122,             0.51307,             0.67102,             0.41619,            0.048196,            0.089504,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.015565,            0.015087,                   0,             0.87195,             0.51271,             0.67014,              0.4154,            0.048234,            0.089519,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.015472,            0.015282,                   0,             0.87182,             0.51214,              0.6699,             0.41501,            0.048277,             0.08955,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.015517,            0.015109,                   0,             0.87203,             0.51176,             0.66943,             0.41458,            0.048311,            0.089595,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.015552,            0.015263,                   0,             0.87189,             0.51176,             0.66896,             0.41422,            0.048343,            0.089611,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.015496,             0.01508,                   0,             0.87175,             0.51092,             0.66828,             0.41375,             0.04838,            0.089665,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.015375,            0.015128,                   0,             0.87064,             0.51072,             0.66768,             0.41311,            0.048421,            0.089723,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.015396,            0.014941,                   0,             0.86998,              0.5102,             0.66734,             0.41275,            0.048457,            0.089751,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.015381,            0.014907,                   0,             0.86906,             0.51015,             0.66674,             0.41221,            0.048492,            0.089791,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.015452,            0.015286,                   0,              0.8688,              0.5098,             0.66617,             0.41167,            0.048519,            0.089817,                   0,            0.000166,            0.000166,            0.000166
